"Factor1","Factor2","Factor3"
0.116928907331895,0.312482150147614,-0.00752234475511782
0.0937710208001508,0.311362223827865,-0.0465113209550587
0.0600094221273545,0.29083503642853,0.0566318429693789
0.0359080110175504,0.281352236255455,0.0409702996292228
-0.0253212674679653,0.25149458501551,0.0532701597417564
0.0602758571679845,0.349715044683306,-0.0113083368875451
0.125182420361376,0.292111106553152,-0.0233042437649682
-0.032295329728141,0.234633625293951,0.0273830993267982
0.0677310532403595,0.291656820487332,-0.11167213837406
-0.0282292823270217,0.306207257535256,-0.00462574276018388
0.142602418345057,0.23001560121257,-0.122514691642602
0.0348790651170145,0.198688107555878,-0.0118336694323714
0.147361990176423,0.157389422649849,-0.216769461685878
0.39946324416589,0.105669196986635,-0.115854245219032
0.353924349637395,0.248356294631033,-0.106325392486065
0.0739902242832552,0.0881166740841798,-0.50321951694349
0.300438805607684,0.181401657526343,-0.0235192750269515
0.260036512112926,0.357725444027379,-0.0869861936620262
0.23505538677506,0.240730056722506,-0.0638462167037387
0.0993200048312966,0.265916297121147,-0.131787920999472
0.211461332754555,0.231107689866112,-0.102413421154242
0.340663478943928,0.123823503877143,-0.194764515337598
0.0977293951432721,0.152935259984005,-0.211038451971615
0.268953820795868,0.0831946068730882,-0.141722955595698
0.11212209222869,0.0366379496179173,-0.23082445092405
0.0586690360001518,-0.0238307374270711,-0.0928599739646643
0.0763865953792421,-0.0977189814245989,-0.0605092486757699
0.283701841018021,-0.0465001974437272,-0.203255804776749
0.0908270950694694,-0.0342195757682167,-0.105021767127928
0.145177997763536,-0.126494997644005,-0.415400736923727
0.0161621310950313,0.000989003947324985,-0.130881327342646
0.147089916849439,0.125727969591289,-0.241877943111994
0.137115547573278,-0.0269033449073637,-0.378081741870903
0.102141114409721,0.125270253639123,0.0867794747533942
0.107109403864098,0.257544737887311,0.0828059776620365
0.297841581272871,0.249188686639772,0.0960688278123498
0.272230284012405,0.192356827340892,0.0580541929182494
0.276469683479604,0.304295597315986,0.0400055371954175
0.133277617465779,0.149354773207268,0.167375389353395
0.247453402138317,0.300130475210585,0.0471728264454673
0.211249601446906,0.241286584712508,-0.000142487081049664
0.333313014460016,0.162014573717936,-0.0619362260470192
0.197776135429197,0.257241935918115,-0.0337299616502391
0.0778280535255616,0.356432870602557,-0.0396409191198581
-0.0513119409451338,0.474042211363337,-0.106256928217781
-0.20250690013382,0.496587466841672,-0.210438459609128
-0.0894065438185245,0.48920669857728,-0.0524115317119355
-0.160116616814296,0.472982636815441,-0.14907674296503
0.224711062234627,0.503769979040657,-0.107328720930881
0.0989682121142011,0.42834861893277,0.00245724881610487
-0.153310091035615,0.554622565220837,-0.0831939834780494
-0.110763079455697,0.447888962890339,-0.233760592059586
-0.122842898516386,0.554633867005618,0.00339215136276894
-0.124203205657191,0.56402501593507,-0.0626180578726527
0.155196754720969,0.561234651636723,-0.0791259513167073
0.00613508411207366,0.406236430015266,-0.115144479214105
-0.176455445053538,0.534458624539125,-0.08042311664879
-0.246793548230913,0.490351976517765,-0.198484660878199
-0.12956626988754,0.523296346653104,-0.00657153335512548
-0.151804709760121,0.510717399636486,-0.0725577521810616
0.203367017256426,0.553937060690467,-0.046172773787739
0.00281484695753884,0.452610403526334,-0.116496786141769
0.0372673885448422,0.439778697437173,0.000868406752611295
0.0481649566925458,0.464066487543269,-0.123850616947299
0.0822497931886863,0.513781329540185,-0.0480866358064826
-0.123938681012286,0.219031359877594,-0.0100469690501164
-0.206866132977066,0.228381255818026,-0.0283535504818123
-0.214854082131248,0.338281023980785,-0.0155387249691489
-0.0987428808851547,0.35292315299582,-0.0283063501409771
0.00114030755886606,0.476815803631559,0.0844437118500069
0.0795489378498355,0.490839105846684,-0.119732036117582
0.00855204845994265,0.495216391691083,-0.131253697307152
-0.0965923068216425,0.405947819238617,-0.0668750622409728
-0.068223734522408,0.240297947957517,-0.0256082808019313
-0.00128191569924373,0.518747711484619,-0.126367494958472
-0.0420183118602619,0.254668631756244,-0.0684581818871842
-0.201965790392615,0.263273431795234,-0.00978578177130858
-0.108884251476845,0.339780439429529,-0.0117078750292721
0.037898605981001,0.453582305596434,-0.148879772654648
-0.263029833802092,-0.0548070320797027,-0.0238612580956556
-0.0429824778449552,0.405566166019731,-0.0570844236228348
-0.000701991443351979,0.473375733641252,-0.166351726743853
-0.0630001979453053,0.424714797316408,-0.118297556249792
-0.194653932799487,0.438730661342707,-0.0770624722793769
0.0107535390730104,0.409978055781353,0.00325711197070483
0.0222188574759972,0.470627964435691,0.0224318701626715
-0.0225670308620856,-0.0568573886963591,-0.128174009449208
0.545253251218924,-0.0155998208349016,-0.0669523792611958
0.624932531368395,-0.0495290026152663,0.0243153856675553
0.411556588397551,-0.119324526395239,0.0433902030425376
0.249098185133516,-0.157807173484209,-0.247889429619698
0.252508317782724,-0.084310271370551,-0.118722268118788
0.453860191143216,0.0721239554867096,0.0914787034669993
0.549198284167916,-0.251072695143828,-0.162104897599584
0.505703990861498,0.0124879968066432,0.0727872732551776
0.449246755387375,-0.0549806654947811,-0.0496799853008413
0.191212168630954,0.299731335951727,0.106488146995955
0.254907435744041,0.165913478907024,0.171596908823818
0.412242588606376,-0.125410759307103,-0.259181133377091
0.269961992160182,-0.134851535195741,-0.293882020356006
0.403613949158524,-0.125963286404763,-0.0466210912843209
0.364663539598563,0.0472036431298152,-0.0292177715565052
0.557479039889298,-0.0959254246472112,0.0819177257487256
0.708517873909933,-0.141296395651419,-0.063417334356014
0.741786101188853,-0.151101086885247,-0.0558755940436546
0.0918664683471794,0.171197221462047,0.259991364683213
0.228741566035169,0.268817855763236,0.278336540295005
0.206726566791767,0.285935061214102,0.327238077307278
0.17723434536198,0.331665750959135,0.219428066404645
0.143914983615383,0.354660270391192,0.226147093271799
0.0840095142665691,0.36941846150861,0.166314597117358
0.134078653403942,0.398962098990013,0.205355133916039
0.168059088331879,0.354427998734584,0.265522130968796
0.117631582482013,0.293090437372744,0.15901915004277
0.186737874983803,0.2280822659293,0.168451347994913
0.59522560367368,0.150387712264927,-0.0721395901065621
0.282782163958552,-0.0699916061747541,0.0613548945557392
0.35662524221783,0.327869207073808,0.00142071588621737
0.277942962179368,0.198874313176539,-0.0587613445439155
0.029488578400491,0.0977817024374772,-0.0254278736745239
0.259226433078195,-0.0377027758983846,-0.207524685637409
-0.0903155007707751,0.265109360998571,0.0641448907061621
0.0380734626328435,0.302258905043387,-0.0832455291399187
0.167707071133385,0.356638380683324,-0.0584442439043647
0.384414152862692,0.295705615095791,-0.0633352358921855
0.460575143336409,0.119076032383125,-0.0506153125133496
0.560430968253963,0.0296701435201026,-0.0422242857513435
0.305140524843674,0.24435243792303,-0.0313012550165854
0.666697239296047,-0.0438037988821904,-0.0341544779287683
0.388779561372194,0.278539590231834,-0.053802061822423
0.548312551329888,0.0374303724901291,-0.107135101521446
0.721747998473806,0.00792981161590921,-0.0412131350681982
0.709916185448042,-0.0366929662750804,-0.00358905850033954
0.395553606342886,0.267001191246491,-0.00387864613661054
0.604914568154199,0.0545870103000267,-0.0893678572897554
0.705479312155818,-0.0101734912953966,-0.0809783052693243
0.370959592412526,0.294838700533058,-0.223520148770726
0.746134562089023,-0.041633073242187,-0.0596535209672195
0.459857633124897,0.174547088441151,-0.160321118761075
0.662913920762738,0.131485098880839,-0.096715483479521
0.419726530917163,0.0880205683427658,-0.0714792760142375
0.529205066017644,0.0371198298717126,-0.130740876149811
0.540201320058678,0.204693676129991,-0.089802856995071
0.241080715185041,0.339760868359761,-0.208576854087811
0.779115247875591,-0.0481421560688661,-0.0678954099606268
0.342247890434179,0.42096810854154,-0.026382879307132
0.473016646286003,0.0876462557254132,-0.315481129393984
0.675160306488639,0.000918353111812917,-0.0880794422751612
0.474666215559749,-0.0364956784577511,-0.197962253956288
0.588747463981644,0.163220410535834,-0.174991414043347
0.730438698960692,-0.0380801918256833,-0.0323813944020647
0.244243118556402,0.432733364395843,-0.118227697885905
0.293483979502404,0.333393884121881,-0.216938651981459
0.620955311820715,0.0690493930742273,-0.035713016818489
0.407816640831921,0.317507712903303,-0.14067854521441
0.485364421855335,0.00589167333579854,0.291667444144689
0.313394459847578,0.310129055511119,0.252592341451132
-0.261197130858574,0.153506214513576,0.220055433704793
-0.448424006788517,0.131230330797756,0.215783046316267
0.367469579168722,0.176759036266201,0.127570054359942
0.271402212863272,0.445486227899057,-0.00389766142345849
0.373024787021481,0.0114734150062543,0.255939803807252
0.494591932653677,0.13982742040843,0.1433979488249
0.50455342922486,0.136320311026159,0.0677824833165196
0.435886180638224,0.0358353350814461,0.128942485969561
0.0904931225121205,0.228756581269621,-0.0867413717280439
0.42110216379581,0.0146114500595961,0.182059697008904
0.54297733516051,-0.0870833095126737,0.111438953109131
0.233732978969107,0.363582746838121,0.179793808976762
0.140115776016836,-0.0939859835312077,-0.0388283912676956
0.216207083623793,0.218090467266105,0.125556960730453
0.270838974897406,0.320947054223066,0.240650533180579
0.135207680654783,0.177675448299701,-0.0125207690005632
0.193234456176522,0.292953174321363,0.282193532244499
0.411099774296382,0.0627834223132754,0.0797616645133756
0.128887396794321,0.208706012077768,0.139332745266936
0.221601613388764,0.314550370233348,0.142922156204468
0.0284705692780743,0.047131371884614,-0.135686887660571
0.132928344208773,0.214479499905852,0.0354500842538879
0.349634831105872,0.265218017689726,0.146851428154169
0.268827116600832,0.344259256342534,-0.0291001686941907
0.0405871470079057,0.0557029678779304,0.0820650276005672
0.111684966007625,0.261848156288006,-0.0558048370517006
0.143331973848567,-0.00634409410557365,0.0633322819239006
0.438021593896797,-0.118843982727227,0.093656111987475
0.0438632263519282,0.168826490306785,-0.341787565319573
0.0950899079058623,0.019134157113116,-0.676557798095618
0.023716287603198,0.264617906492004,-0.304933478368248
0.00212989496748405,0.114810905734585,-0.37414879036034
0.146866685737013,0.0926117795044589,-0.527131362793353
0.00138308890540592,-0.0698462629862105,-0.61945188480632
0.13690350026713,-0.0205624315051239,-0.699076210732448
0.0514739997479883,0.0983291254086112,-0.612812438528657
0.0141022009752015,0.115076592814711,-0.552471562794855
0.0880384794306491,0.0691379154916906,-0.632448416521992
0.0568904284852725,0.0813585152330335,-0.73539642884967
0.0376040373246002,0.0601322877591003,-0.764711147092674
-0.0760812819310728,0.185086677399623,-0.349556051947714
-0.0443757939352294,0.167715786445933,-0.601770486210209
0.0303343431968892,-0.0643768457269448,-0.769259995824091
0.0129801306488506,0.00830415704662879,-0.750909565539397
0.0151531111337308,0.213427385692582,-0.386348851580035
-0.00576190873507722,0.0864188866031105,-0.636338033098759
0.0614733978266049,0.10892025288067,-0.576249473775963
0.0125983194941035,-0.0520396237949127,-0.668160011489564
0.134900682146217,-0.0479627356370518,-0.567246957820515
0.0399127601354668,0.182527110374135,-0.494732422205972
0.0853999844431254,-0.0104472754963172,-0.624429774067783
0.0172321017615685,0.110376886146136,-0.518994473905581
